,equipmentId,year_fit,year_og,year_diff,n,s_fit,pf_fit,ambient_bias_fit,heatRunTest_deltaTopOil_fit,heatRunTest_deltaHotspot_fit,heatRunTest_x_fit,heatRunTest_y_fit,heatRunTest_h_fit,heatRunTest_copperLosses_fit,heatRunTest_noLoadLosses_fit,nominalLoad_fit,MAE_fit,RMSE_fit,Bias_fit,R2_fit,s_og,pf_og,ambient_bias_og,heatRunTest_deltaTopOil_og,heatRunTest_deltaHotspot_og,heatRunTest_x_og,heatRunTest_y_og,heatRunTest_h_og,heatRunTest_copperLosses_og,heatRunTest_noLoadLosses_og,nominalLoad_og,MAE_og,RMSE_og,Bias_og,R2_og,error,s_diff,pf_diff,ambient_bias_diff,heatRunTest_deltaTopOil_diff,heatRunTest_deltaHotspot_diff,heatRunTest_x_diff,heatRunTest_y_diff,heatRunTest_h_diff,heatRunTest_copperLosses_diff,heatRunTest_noLoadLosses_diff,nominalLoad_diff,MAE_diff,RMSE_diff,Bias_diff,R2_diff
10,50033827,2024.0,2008.0,16.0,14664.0,0.0,1.0,4.999999999999999,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,5.209474729738254,6.1649584309105565,-4.557369511619347,-0.29330128829192126,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,9.57691986195348,10.420192300099295,-9.557369511619347,-2.694799468954338,,0.0,0.0,4.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3674451322152255,-4.255233869188738,5.0,2.4014981806624167
11,50249457,2024.0,2011.0,13.0,14664.0,0.0,1.0,4.999999999999999,51.9,67.7,0.66,1.34,1.1,106.3,9.5,25.0,4.598058401348361,5.859228696972373,-1.987040629592726,0.4266616844828204,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,9.5,25.0,7.61933732320644,8.899492525945051,-6.987040629592726,-0.3226975590104886,,0.0,0.0,4.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0212789218580793,-3.0402638289726784,5.0,0.749359243493309
12,50250035,2024.0,2013.0,11.0,14664.0,0.0,1.0,4.999999999999999,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,5.77707259111314,7.1439580369464695,-5.52546819086001,-0.08937907196456107,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,10.556226273177474,11.458220557409955,-10.525468190860009,-1.8024352907098726,,0.0,0.0,4.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.779153682064334,-4.314262520463486,4.999999999999999,1.7130562187453116
13,50277055,2024.0,2013.0,11.0,14664.0,0.0,1.0,4.999999999999999,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.334482002506375,7.9288627825315325,-5.2922951121988175,0.0034521045574421594,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,10.418234128937272,11.865488449541461,-10.292295112198817,-1.23176064093864,,0.0,0.0,4.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0837521264308965,-3.9366256670099284,4.999999999999999,1.235212745496082
14,50282127,2024.0,2015.0,9.0,14664.0,0.0,1.0,4.999999999999999,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,3.983995410198512,5.3641675913772575,-1.0508547410558378,0.15238918913034571,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.797240291248189,8.017658096909624,-6.050854741055837,-0.8935940317771218,,0.0,0.0,4.999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8132448810496764,-2.6534905055323668,5.0,1.0459832209074675
0,24917,2024.0,1997.0,27.0,14664.0,0.0,1.0,0.0,79.99999999999484,72.0,0.73,1.4,1.3,200.4,15.6,40.0,4.3340647059735335,5.4129145412890605,-2.1491521042941297,0.19128441463086265,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,15.6,40.0,4.737508713336393,5.781922544447535,-1.5732982551534136,0.07726283982702198,,0.0,0.0,0.0,25.199999999994844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4034440073628591,-0.3690080031584744,-0.5758538491407161,0.11402157480384068
1,33291,2024.0,1998.0,26.0,14664.0,0.0,1.0,0.0,79.99999999999999,65.4,0.74,1.43,1.3,244.3,19.97,50.0,4.046137641154211,4.7871062221003955,-3.889444306165471,0.15602600738149008,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,19.97,50.0,6.079759353714199,6.772061434641364,-6.000365133537553,-0.6889808051820201,,0.0,0.0,0.0,32.09999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.033621712559988,-1.9849552125409682,2.110920827372082,0.8450068125635102
2,5004597,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,57.206410808451835,65.7,0.62,1.98,1.3,216.05,16.15,40.0,2.5470846536617424,3.819246049973028,-0.2685716192715471,0.6108131097187708,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,16.15,40.0,2.870896387484958,4.253589330448526,-1.8763935344814813,0.5172591594532627,,0.0,0.0,0.0,8.306410808451837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3238117338232156,-0.4343432804754981,1.6078219152099342,0.09355395026550806
3,5004625,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,57.86811774766979,65.7,0.62,1.98,1.3,223.28,16.02,40.0,2.704239211272513,4.011416035691743,-0.22373315980683695,0.6093397068908382,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,16.02,40.0,3.081849102951487,4.448062809240475,-1.9279424062463928,0.5196633982197425,,0.0,0.0,0.0,8.968117747669794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37760989167897385,-0.4366467735487314,1.704209246439556,0.08967630867109566
4,5017843,2024.0,2005.0,19.0,14664.0,0.0,1.0,0.0,79.9999999999974,60.8,0.9,1.6,1.35,157.09,11.15,25.0,3.1745584455540112,3.8545362360204405,-3.0205026668644765,0.6077334987107355,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.3513484069639485,5.765622152884834,-5.330528353407116,0.12233392464844728,,0.0,0.0,0.0,34.5999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1767899614099373,-1.9110859168643937,2.3100256865426396,0.4853995740622882
5,5017873,2024.0,2004.0,20.0,14664.0,0.0,1.0,0.0,79.99999999999999,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.053115417274314,5.66233523018758,-4.93134399733698,-0.23369808281618876,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.711494203676934,6.2758684303035785,-5.661650577371349,-0.5155329928818477,,0.0,0.0,0.0,34.59999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6583787864026203,-0.6135332001159988,0.7303065800343687,0.281834910065659
6,5025312,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,79.99999999999977,67.7,0.66,1.34,1.1,106.3,12.27,25.0,2.325258933364208,2.8945566115799712,-0.7532748690248087,0.737641952720437,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,4.933581171232843,5.728841133143322,-4.843098085340972,-0.027694073281786302,,0.0,0.0,0.0,28.099999999999774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6083222378686353,-2.834284521563351,4.089823216316163,0.7653360260022233
7,5026188,2024.0,2006.0,18.0,14664.0,0.0,1.0,0.0,79.99999999999999,71.9,0.79,1.39,1.3,271.8,18.15,50.0,5.454807931060761,6.068269467664354,-5.420852237731819,-0.5541419752444927,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,18.15,50.0,6.175639064701247,6.8396954455900865,-6.080098792155109,-0.9743970927366776,,0.0,0.0,0.0,30.599999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7208311336404867,-0.7714259779257322,0.6592465544232899,0.4202551174921849
8,5027447,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,79.99999999999999,63.0,0.9,1.6,1.09,236.62,17.18,50.0,11.602513212886201,12.9692771644149,-11.302446052725879,-1.902234284822819,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,17.18,50.0,13.087093426811434,14.35594535778994,-12.82365222598761,-2.556022648200472,,0.0,0.0,0.0,33.29999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4845802139252324,-1.3866681933750407,1.5212061732617315,0.6537883633776529
9,5030256,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,79.99999999999999,67.7,0.66,1.34,1.1,106.3,12.27,25.0,11.586262096744685,12.977706068568546,-11.426701913467204,-2.6415431312068636,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,12.441483987553202,13.941920699829632,-12.32449951001153,-3.202762101374492,,0.0,0.0,0.0,28.099999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.855221890808517,-0.9642146312610862,0.8977975965443257,0.5612189701676282
10,50033827,2024.0,2008.0,16.0,14664.0,0.0,1.0,0.0,79.9999999999999,67.4,0.73,1.48,1.13,186.51,16.37,40.0,7.811888873882152,8.767474754808978,-7.761520744256778,-1.6157031362661347,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,9.57691986195348,10.420192300099295,-9.557369511619347,-2.694799468954338,,0.0,0.0,0.0,25.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7650309880713273,-1.652717545290317,1.7958487673625694,1.0790963326882035
11,50249457,2024.0,2011.0,13.0,14664.0,0.0,1.0,0.0,79.99999999999999,67.7,0.66,1.34,1.1,106.3,9.5,25.0,6.175120972392301,7.525141414589252,-4.940006573898754,0.05428691461093382,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,9.5,25.0,7.61933732320644,8.899492525945051,-6.987040629592726,-0.3226975590104886,,0.0,0.0,0.0,28.099999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4442163508141395,-1.3743511113557991,2.047034055693972,0.3769844736214224
12,50250035,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,79.99999999999996,70.0,0.75,1.41,1.19,156.87,10.11,25.0,8.471328238251576,9.544881946876012,-8.383706745373082,-0.944654086938838,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,10.556226273177474,11.458220557409955,-10.525468190860009,-1.8024352907098726,,0.0,0.0,0.0,28.999999999999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0848980349258976,-1.913338610533943,2.1417614454869263,0.8577812037710346
13,50277055,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,5.000000000008043,62.8,0.72,1.32,1.16,149.18,15.51,40.0,9.251131511959747,10.990110673080961,-8.793717758166578,-0.9146107990105397,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,10.418234128937272,11.865488449541461,-10.292295112198817,-1.23176064093864,,0.0,0.0,0.0,-41.799999999991954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.167102616977525,-0.8753777764604997,1.4985773540322391,0.31714984192810025
14,50282127,2024.0,2015.0,9.0,14664.0,0.0,1.0,0.0,79.99999999999999,62.8,0.72,1.32,1.16,149.18,15.51,40.0,5.035978550734472,6.5485009856975145,-2.947318018741405,-0.2632101477664681,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.797240291248189,8.017658096909624,-6.050854741055837,-0.8935940317771218,,0.0,0.0,0.0,33.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7612617405137163,-1.4691571112121098,3.1035367223144323,0.6303838840106537
0,24917,2024.0,1997.0,27.0,14664.0,0.0,1.0,0.0,54.8,72.51631528032237,0.73,1.4,1.3,200.4,15.6,40.0,4.73587987949097,5.778946041289936,-1.3893231685914742,0.07821263571245651,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,15.6,40.0,4.737508713336393,5.781922544447535,-1.5732982551534136,0.07726283982702198,,0.0,0.0,0.0,0.0,0.5163152803223738,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016288338454231166,-0.0029765031575985645,0.1839750865619394,0.0009497958854345345
1,33291,2024.0,1998.0,26.0,14664.0,0.0,1.0,0.0,47.9,90.55953982059086,0.74,1.43,1.3,244.3,19.97,50.0,4.40036463577918,5.262945798854637,-2.3354428887792302,-0.02009526149619978,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,19.97,50.0,6.079759353714199,6.772061434641364,-6.000365133537553,-0.6889808051820201,,0.0,0.0,0.0,0.0,25.15953982059085,0.0,0.0,0.0,0.0,0.0,0.0,-1.6793947179350193,-1.5091156357867268,3.6649222447583227,0.6688855436858203
2,5004597,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,73.30191544342307,0.62,1.98,1.3,216.05,16.15,40.0,2.8493522516744183,4.215889817003637,-1.518975795507629,0.5257782919866382,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,16.15,40.0,2.870896387484958,4.253589330448526,-1.8763935344814813,0.5172591594532627,,0.0,0.0,0.0,0.0,7.601915443423067,0.0,0.0,0.0,0.0,0.0,0.0,-0.02154413581053971,-0.0376995134448892,0.3574177389738522,0.00851913253337544
3,5004625,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,77.41102157416302,0.62,1.98,1.3,223.28,16.02,40.0,3.0422677718304603,4.3702653387154715,-1.4260499222408354,0.5363188183265395,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,16.02,40.0,3.081849102951487,4.448062809240475,-1.9279424062463928,0.5196633982197425,,0.0,0.0,0.0,0.0,11.711021574163013,0.0,0.0,0.0,0.0,0.0,0.0,-0.039581331121026686,-0.0777974705250033,0.5018924840055574,0.016655420106796992
4,5017843,2024.0,2005.0,19.0,14664.0,0.0,1.0,0.0,45.4,119.99999999999997,0.9,1.6,1.35,157.09,11.15,25.0,4.198306242266706,5.00529809218776,-3.3951516631751617,0.338550259166322,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.3513484069639485,5.765622152884834,-5.330528353407116,0.12233392464844728,,0.0,0.0,0.0,0.0,59.199999999999974,0.0,0.0,0.0,0.0,0.0,0.0,-1.1530421646972426,-0.7603240606970738,1.9353766902319545,0.2162163345178747
5,5017873,2024.0,2004.0,20.0,14664.0,0.0,1.0,0.0,45.4,97.88512604846757,0.9,1.6,1.35,157.09,11.15,25.0,3.1383338662052855,3.868219834728517,-1.2485989232077328,0.4242419355226581,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.711494203676934,6.2758684303035785,-5.661650577371349,-0.5155329928818477,,0.0,0.0,0.0,0.0,37.08512604846757,0.0,0.0,0.0,0.0,0.0,0.0,-2.5731603374716485,-2.4076485955750617,4.413051654163616,0.9397749284045058
6,5025312,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,95.83393712427218,0.66,1.34,1.1,106.3,12.27,25.0,3.315027941144366,4.123131830771657,-1.1894721361014895,0.4676653496819596,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,4.933581171232843,5.728841133143322,-4.843098085340972,-0.027694073281786302,,0.0,0.0,0.0,0.0,28.13393712427218,0.0,0.0,0.0,0.0,0.0,0.0,-1.618553230088477,-1.6057093023716655,3.6536259492394825,0.4953594229637459
7,5026188,2024.0,2006.0,18.0,14664.0,0.0,1.0,0.0,49.4,96.50893832423831,0.79,1.39,1.3,271.8,18.15,50.0,4.474305576823903,5.312296135346422,-2.3077868004945463,-0.19103775478433582,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,18.15,50.0,6.175639064701247,6.8396954455900865,-6.080098792155109,-0.9743970927366776,,0.0,0.0,0.0,0.0,24.60893832423831,0.0,0.0,0.0,0.0,0.0,0.0,-1.7013334878773447,-1.5273993102436645,3.7723119916605627,0.7833593379523418
8,5027447,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,46.7,119.99999999999999,0.9,1.6,1.09,236.62,17.18,50.0,8.543708212641722,10.921328795493372,-6.893889396898496,-1.0580308910078204,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,17.18,50.0,13.087093426811434,14.35594535778994,-12.82365222598761,-2.556022648200472,,0.0,0.0,0.0,0.0,56.999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,-4.543385214169712,-3.4346165622965685,5.929762829089114,1.4979917571926515
9,5030256,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,86.97674642973983,0.66,1.34,1.1,106.3,12.27,25.0,7.141963432198075,8.989004227172689,-2.745881210622983,-0.7470798720462277,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,12.441483987553202,13.941920699829632,-12.32449951001153,-3.202762101374492,,0.0,0.0,0.0,0.0,19.27674642973983,0.0,0.0,0.0,0.0,0.0,0.0,-5.299520555355127,-4.952916472656943,9.578618299388546,2.4556822293282643
10,50033827,2024.0,2008.0,16.0,14664.0,0.0,1.0,0.0,54.1,97.47424009220366,0.73,1.48,1.13,186.51,16.37,40.0,5.7549173813900225,6.816436913865456,-2.5621251844943793,-0.5810814536907587,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,9.57691986195348,10.420192300099295,-9.557369511619347,-2.694799468954338,,0.0,0.0,0.0,0.0,30.074240092203652,0.0,0.0,0.0,0.0,0.0,0.0,-3.822002480563457,-3.603755386233839,6.9952443271249685,2.1137180152635793
11,50249457,2024.0,2011.0,13.0,14664.0,0.0,1.0,0.0,51.9,85.35567254905753,0.66,1.34,1.1,106.3,9.5,25.0,5.505553204548481,6.59567534046175,-1.981113438881365,0.2734782721806027,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,9.5,25.0,7.61933732320644,8.899492525945051,-6.987040629592726,-0.3226975590104886,,0.0,0.0,0.0,0.0,17.655672549057527,0.0,0.0,0.0,0.0,0.0,0.0,-2.113784118657959,-2.303817185483301,5.005927190711361,0.5961758311910913
12,50250035,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,51.0,119.99999999999463,0.75,1.41,1.19,156.87,10.11,25.0,7.256611723533699,8.893917509510466,-5.9865344538711485,-0.6884469977879739,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,10.556226273177474,11.458220557409955,-10.525468190860009,-1.8024352907098726,,0.0,0.0,0.0,0.0,49.99999999999463,0.0,0.0,0.0,0.0,0.0,0.0,-3.299614549643775,-2.5643030478994895,4.53893373698886,1.1139882929218987
13,50277055,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,46.8,79.07437705084072,0.72,1.32,1.16,149.18,15.51,40.0,6.034228712075615,7.416312621936653,-1.6369013094515492,0.1281286049425745,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,10.418234128937272,11.865488449541461,-10.292295112198817,-1.23176064093864,,0.0,0.0,0.0,0.0,16.274377050840727,0.0,0.0,0.0,0.0,0.0,0.0,-4.3840054168616565,-4.449175827604808,8.655393802747268,1.3598892458812144
14,50282127,2024.0,2015.0,9.0,14664.0,0.0,1.0,0.0,46.8,86.47689497470948,0.72,1.32,1.16,149.18,15.51,40.0,5.115384860077994,6.335985886278017,-2.331917954198961,-0.1825519096186936,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,6.797240291248189,8.017658096909624,-6.050854741055837,-0.8935940317771218,,0.0,0.0,0.0,0.0,23.676894974709484,0.0,0.0,0.0,0.0,0.0,0.0,-1.6818554311701943,-1.681672210631607,3.7189367868568763,0.7110421221584282
0,24917,2024.0,1997.0,27.0,14664.0,0.0,1.0,0.0,54.8,72.0,0.6646094257045364,1.4,1.3,200.4,15.6,40.0,4.501159119104502,5.551728399726714,0.2357686827333968,0.14927363015316586,0.0,1.0,0.0,54.8,72.0,0.73,1.4,1.3,200.4,15.6,40.0,4.737508713336393,5.781922544447535,-1.5732982551534136,0.07726283982702198,,0.0,0.0,0.0,0.0,0.0,-0.06539057429546358,0.0,0.0,0.0,0.0,0.0,-0.23634959423189095,-0.23019414472082111,1.8090669378868105,0.07201079032614388
1,33291,2024.0,1998.0,26.0,14664.0,0.0,1.0,0.0,47.9,65.4,0.5139719244232523,1.43,1.3,244.3,19.97,50.0,2.658308006876936,3.2523756022406696,0.06331623666597465,0.610431059267815,0.0,1.0,0.0,47.9,65.4,0.74,1.43,1.3,244.3,19.97,50.0,6.079759353714199,6.772061434641364,-6.000365133537553,-0.6889808051820201,,0.0,0.0,0.0,0.0,0.0,-0.22602807557674764,0.0,0.0,0.0,0.0,0.0,-3.4214513468372636,-3.519685832400694,6.063681370203527,1.2994118644498351
2,5004597,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.5644717764887521,1.98,1.3,216.05,16.15,40.0,2.561146735545731,3.8397369873558564,-0.2937814239245431,0.6066257925263332,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,216.05,16.15,40.0,2.870896387484958,4.253589330448526,-1.8763935344814813,0.5172591594532627,,0.0,0.0,0.0,0.0,0.0,-0.055528223511247865,0.0,0.0,0.0,0.0,0.0,-0.3097496519392271,-0.4138523430926697,1.5826121105569382,0.08936663307307047
3,5004625,2024.0,2001.0,23.0,14664.0,0.0,1.0,0.0,48.9,65.7,0.5607760473583457,1.98,1.3,223.28,16.02,40.0,2.717908042009484,4.024716966531686,-0.24403121949105402,0.6067447328943087,0.0,1.0,0.0,48.9,65.7,0.62,1.98,1.3,223.28,16.02,40.0,3.081849102951487,4.448062809240475,-1.9279424062463928,0.5196633982197425,,0.0,0.0,0.0,0.0,0.0,-0.059223952641654254,0.0,0.0,0.0,0.0,0.0,-0.36394106094200307,-0.4233458427087884,1.6839111867553387,0.08708133467456625
4,5017843,2024.0,2005.0,19.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.5948494578154374,1.6,1.35,157.09,11.15,25.0,1.7173500023439738,2.2046150538429456,-0.024004190223374973,0.87167759410136,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.3513484069639485,5.765622152884834,-5.330528353407116,0.12233392464844728,,0.0,0.0,0.0,0.0,0.0,-0.3051505421845626,0.0,0.0,0.0,0.0,0.0,-3.633998404619975,-3.5610070990418885,5.306524163183741,0.7493436694529128
5,5017873,2024.0,2004.0,20.0,14664.0,0.0,1.0,0.0,45.4,60.8,0.607961105924017,1.6,1.35,157.09,11.15,25.0,2.2021818503839365,2.775598603285463,-0.04830820738478363,0.7035639243308969,0.0,1.0,0.0,45.4,60.8,0.9,1.6,1.35,157.09,11.15,25.0,5.711494203676934,6.2758684303035785,-5.661650577371349,-0.5155329928818477,,0.0,0.0,0.0,0.0,0.0,-0.29203889407598305,0.0,0.0,0.0,0.0,0.0,-3.5093123532929975,-3.5002698270181156,5.613342369986565,1.2190969172127446
6,5025312,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.5119071258917904,1.34,1.1,106.3,12.27,25.0,2.5365851311009426,3.0824002690978323,-0.06383389440755623,0.7024853458532583,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,4.933581171232843,5.728841133143322,-4.843098085340972,-0.027694073281786302,,0.0,0.0,0.0,0.0,0.0,-0.1480928741082096,0.0,0.0,0.0,0.0,0.0,-2.3969960401319006,-2.64644086404549,4.779264190933416,0.7301794191350446
7,5026188,2024.0,2006.0,18.0,14664.0,0.0,1.0,0.0,49.4,71.9,0.543408534536167,1.39,1.3,271.8,18.15,50.0,2.7066899212352826,3.3451689555119115,0.053917445916711805,0.5277226800634787,0.0,1.0,0.0,49.4,71.9,0.79,1.39,1.3,271.8,18.15,50.0,6.175639064701247,6.8396954455900865,-6.080098792155109,-0.9743970927366776,,0.0,0.0,0.0,0.0,0.0,-0.24659146546383304,0.0,0.0,0.0,0.0,0.0,-3.4689491434659647,-3.494526490078175,6.134016238071821,1.5021197728001563
8,5027447,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,46.7,63.0,0.5000000000000001,1.6,1.09,236.62,17.18,50.0,5.255224805835161,7.6024480270529295,-3.7807443285062186,0.002741274785827419,0.0,1.0,0.0,46.7,63.0,0.9,1.6,1.09,236.62,17.18,50.0,13.087093426811434,14.35594535778994,-12.82365222598761,-2.556022648200472,,0.0,0.0,0.0,0.0,0.0,-0.3999999999999999,0.0,0.0,0.0,0.0,0.0,-7.831868620976272,-6.7534973307370105,9.042907897481392,2.5587639229862993
9,5030256,2024.0,2007.0,17.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.5000000000000001,1.34,1.1,106.3,12.27,25.0,8.4298960763219,10.093234605397706,-7.937247672414227,-1.2026745150150453,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,12.27,25.0,12.441483987553202,13.941920699829632,-12.32449951001153,-3.202762101374492,,0.0,0.0,0.0,0.0,0.0,-0.15999999999999992,0.0,0.0,0.0,0.0,0.0,-4.011587911231302,-3.848686094431926,4.387251837597303,2.0000875863594465
10,50033827,2024.0,2008.0,16.0,14664.0,0.0,1.0,0.0,54.1,67.4,0.5000000000000046,1.48,1.13,186.51,16.37,40.0,3.944422929537256,4.729391308905392,-2.300002744390191,0.2388856627386463,0.0,1.0,0.0,54.1,67.4,0.73,1.48,1.13,186.51,16.37,40.0,9.57691986195348,10.420192300099295,-9.557369511619347,-2.694799468954338,,0.0,0.0,0.0,0.0,0.0,-0.22999999999999543,0.0,0.0,0.0,0.0,0.0,-5.632496932416224,-5.690800991193903,7.257366767229156,2.9336851316929846
11,50249457,2024.0,2011.0,13.0,14664.0,0.0,1.0,0.0,51.9,67.7,0.5000000000000001,1.34,1.1,106.3,9.5,25.0,4.510339939934457,5.746972296541803,-1.890799999277647,0.448420300408059,0.0,1.0,0.0,51.9,67.7,0.66,1.34,1.1,106.3,9.5,25.0,7.61933732320644,8.899492525945051,-6.987040629592726,-0.3226975590104886,,0.0,0.0,0.0,0.0,0.0,-0.15999999999999992,0.0,0.0,0.0,0.0,0.0,-3.1089973832719835,-3.1525202294032484,5.096240630315079,0.7711178594185476
12,50250035,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,51.0,70.0,0.5000000000000001,1.41,1.19,156.87,10.11,25.0,4.397134571261691,5.917037595221047,-3.733538330326453,0.2526743382043135,0.0,1.0,0.0,51.0,70.0,0.75,1.41,1.19,156.87,10.11,25.0,10.556226273177474,11.458220557409955,-10.525468190860009,-1.8024352907098726,,0.0,0.0,0.0,0.0,0.0,-0.2499999999999999,0.0,0.0,0.0,0.0,0.0,-6.159091701915783,-5.541182962188908,6.791929860533555,2.0551096289141864
13,50277055,2024.0,2013.0,11.0,14664.0,0.0,1.0,0.0,46.8,62.8,0.5000000000000001,1.32,1.16,149.18,15.51,40.0,6.069603396252442,7.612350832974857,-4.990083106874317,0.08142639173365684,0.0,1.0,0.0,46.8,62.8,0.72,1.32,1.16,149.18,15.51,40.0,10.418234128937272,11.865488449541461,-10.292295112198817,-1.23176064093864,,0.0,0.0,0.0,0.0,0.0,-0.21999999999999986,0.0,0.0,0.0,0.0,0.0,-4.348630732684829,-4.253137616566604,5.3022120053245,1.3131870326722968
